x y_modified
1.0 0.00126
0.998459 0.0014791973541308022
0.993844 0.002170580328423425
0.986185 0.0034324790865475577
0.975528 0.005406281398969917
0.96194 0.008249207227604315
0.945503 0.012073355089100528
0.92632 0.01689353808670479
0.904508 0.02258023953075601
0.880203 0.028858650803579296
0.853553 0.03536003145988563
0.824724 0.041714206894052724
0.793893 0.047634711748534356
0.761249 0.0529704271535395
0.726995 0.05769503326935675
0.691342 0.06185578561064551
0.654508 0.06551245410110804
0.616723 0.06869630171243948
0.578217 0.0713914003755374
0.53923 0.07354992215922734
0.5 0.075111951251161
0.46077 0.07602395735772424
0.421783 0.07625105022767578
0.383277 0.0757853071977275
0.345492 0.07464055103457423
0.308658 0.07284544380598573
0.273005 0.07044448737933721
0.238751 0.06749069823233943
0.206107 0.06404138248904664
0.175276 0.06015832600935818
0.146447 0.0559021116374467
0.119797 0.05133032638660911
0.095492 0.04649218411709338
0.07368 0.041427653676552226
0.054497 0.03616532478236365
0.03806 0.030715073158170497
0.024472 0.025074268449052903
0.013815 0.019225694187597283
0.006156 0.013133702368198153
0.001541 0.0067511567219699165
0.0 0.0
0.001541 -0.006573025067654257
0.006156 -0.01250269252251746
0.013815 -0.01786481787712206
0.024472 -0.02268549245486417
0.03806 -0.026978839793237903
0.054497 -0.030744564867590397
0.07368 -0.03397628652058616
0.095492 -0.03666641989071479
0.119797 -0.03880337172621559
0.146447 -0.04037997274808222
0.175276 -0.04139693464676435
0.206107 -0.04186250114713353
0.238751 -0.04179674906183139
0.273005 -0.04123200039823847
0.308658 -0.040215970446376315
0.345492 -0.03880899334755924
0.383277 -0.03708459021189338
0.421783 -0.03512916334054772
0.46077 -0.03303216051757847
0.5 -0.0308807506349896
0.53923 -0.028755294232075037
0.578217 -0.026716798576938837
0.616723 -0.02480168946445952
0.654508 -0.023022042467647507
0.691342 -0.02137065147998775
0.726995 -0.019822252662342436
0.761249 -0.018346050988145682
0.793893 -0.016908299651651592
0.824724 -0.015474346118053883
0.853553 -0.014011191365740352
0.880203 -0.012492803124827047
0.904508 -0.010903416186476689
0.92632 -0.009251455804488752
0.945503 -0.007572353303787375
0.96194 -0.005930546329542088
0.975528 -0.004410327336045662
0.986185 -0.003107036169562703
0.993844 -0.002104978748187611
0.998459 -0.0014750542921180651
1.0 -0.00126
