x y_modified
1.0 0.00126
0.998459 0.0014778024141666435
0.993844 0.0021484041484675477
0.986185 0.003321621717744608
0.975528 0.005062729614304055
0.96194 0.007433989989369571
0.945503 0.010447304403434157
0.92632 0.014029936706824517
0.904508 0.01799513029629037
0.880203 0.022054967414005235
0.853553 0.025876703841954812
0.824724 0.029173295425894995
0.793893 0.031780368008738916
0.761249 0.033699055491844224
0.726995 0.03507674081781504
0.691342 0.03614486081933848
0.654508 0.037144152529452495
0.616723 0.03826694815321913
0.578217 0.03962020831665432
0.53923 0.04122782903159405
0.5 0.04304401446906814
0.46077 0.04497457228345366
0.421783 0.046898730325936645
0.383277 0.048691235962686104
0.345492 0.050230555450852234
0.308658 0.05140427155129683
0.273005 0.052117806046817525
0.238751 0.052293598273628075
0.206107 0.05187023128028848
0.175276 0.050805682465929355
0.146447 0.0490751229297366
0.119797 0.046671862410021095
0.095492 0.04360450655295963
0.07368 0.03989828998245898
0.054497 0.03559272210495447
0.03806 0.030733221772424008
0.024472 0.025374033528441465
0.013815 0.019572197950220152
0.006156 0.0133790629754444
0.001541 0.006843885087079792
0.0 0.0
0.001541 -0.006488897738318819
0.006156 -0.012236413889257754
0.013815 -0.017360163561877265
0.024472 -0.021916872859794163
0.03806 -0.025947084915763568
0.054497 -0.029472458505690864
0.07368 -0.03250337965309149
0.095492 -0.035042979929248055
0.119797 -0.037083977170345346
0.146447 -0.038617095449397634
0.175276 -0.039635037858920974
0.206107 -0.040132999949360676
0.238751 -0.04011409896676547
0.273005 -0.03959091220364884
0.308658 -0.03858950968214965
0.345492 -0.0371470335738324
0.383277 -0.035311984247358236
0.421783 -0.03314312658186346
0.46077 -0.030699102693306723
0.5 -0.028033964285000244
0.53923 -0.025197019603255728
0.578217 -0.022229899073312923
0.616723 -0.019176782213728042
0.654508 -0.016103920192825683
0.691342 -0.013119941454188976
0.726995 -0.010378449604630418
0.761249 -0.008065952905767821
0.793893 -0.0063527452784777495
0.824724 -0.005327863170285918
0.853553 -0.004946784028886809
0.880203 -0.005023518215159574
0.904508 -0.005274870777637801
0.92632 -0.005415726187389123
0.945503 -0.0052462508985737675
0.96194 -0.004707493768475522
0.975528 -0.0038776755928998296
0.986185 -0.0029314345462778274
0.993844 -0.0020693937067915117
0.998459 -0.0014728007329941454
1.0 -0.00126
