x y_modified
1.0 0.00126
0.998459 0.0014745562533255208
0.993844 0.002097202744507311
0.986185 0.003069504230536849
0.975528 0.004300771206459393
0.96194 0.005694497723185213
0.945503 0.007167966080693668
0.92632 0.008692483726446626
0.904508 0.010311483904643938
0.880203 0.012140120905155052
0.853553 0.014331244602999716
0.824724 0.017026281126570866
0.793893 0.020298878071610616
0.761249 0.02413061200014885
0.726995 0.02841350852273463
0.691342 0.03297908439833083
0.654508 0.03763631383470845
0.616723 0.04220320071924043
0.578217 0.04651689429721988
0.53923 0.05044026631661639
0.5 0.053857010540380106
0.46077 0.05666624077792061
0.421783 0.0587826079400093
0.383277 0.060144401868751765
0.345492 0.060714896634588636
0.308658 0.06048464123933084
0.273005 0.05947819395165871
0.238751 0.05774915571170311
0.206107 0.055373320779928674
0.175276 0.0524435318608213
0.146447 0.049057399412395224
0.119797 0.045308676225242484
0.095492 0.04127608421036783
0.07368 0.03701840788121682
0.054497 0.03256956105298301
0.03806 0.027930491590151634
0.024472 0.023075503333368753
0.013815 0.017951874874902882
0.006156 0.012477351404869988
0.001541 0.006547581105706114
0.0 0.0
0.001541 -0.0073024247503528745
0.006156 -0.014836872280861937
0.013815 -0.022350076309902607
0.024472 -0.02963115350764932
0.03806 -0.036485777977685534
0.054497 -0.042732021211156025
0.07368 -0.048210942081837946
0.095492 -0.052795984221472525
0.119797 -0.05639130843746827
0.146447 -0.05894049133580919
0.175276 -0.060427308104681283
0.206107 -0.060871698711229986
0.238751 -0.06032863694374985
0.273005 -0.05888250586725459
0.308658 -0.056643597921183966
0.345492 -0.05373857084219543
0.383277 -0.05030487878225988
0.421783 -0.046484379748835604
0.46077 -0.04240986739433289
0.5 -0.038197742879524814
0.53923 -0.03394650777176181
0.578217 -0.029732133406242485
0.616723 -0.025616466669397014
0.654508 -0.021665234585512387
0.691342 -0.017967206449714255
0.726995 -0.01463881776957194
0.761249 -0.011817958648435064
0.793893 -0.009625696493718075
0.824724 -0.00811430801820558
0.853553 -0.00722557540068961
0.880203 -0.006786039800836258
0.904508 -0.00654464964666591
0.92632 -0.006254115072061651
0.945503 -0.005743611561194607
0.96194 -0.0049650949116808625
0.975528 -0.003988741107837085
0.986185 -0.0029678139509428125
0.993844 -0.002076737113660158
0.998459 -0.0014732648249177038
1.0 -0.00126
