x y_modified
1.0 0.00126
0.998459 0.0014788961045081822
0.993844 0.002165740798192513
0.986185 0.003407813137761064
0.975528 0.0053274656990277445
0.96194 0.008053789839966186
0.945503 0.011660160539199951
0.92632 0.016111347445009284
0.904508 0.02121805708110919
0.880203 0.026641930006025986
0.853553 0.03195707941126391
0.824724 0.036755743081046226
0.793893 0.04074483239600808
0.761249 0.043804176477040116
0.726995 0.0459757901077878
0.691342 0.04740567896504224
0.654508 0.04827251957076985
0.616723 0.04873611678756399
0.578217 0.048908077909976956
0.53923 0.048859882611079375
0.5 0.048635620020532566
0.46077 0.04826577779244172
0.421783 0.04777492773244648
0.383277 0.04718666428819704
0.345492 0.04651632821278576
0.308658 0.04576366446342282
0.273005 0.0449154161804501
0.238751 0.04394239006423576
0.206107 0.04280140547476025
0.175276 0.04144326319187773
0.146447 0.03981596455163936
0.119797 0.03787074930947995
0.095492 0.03556295615140393
0.07368 0.03285597213402079
0.054497 0.029720031515462306
0.03806 0.026124783678396588
0.024472 0.02204223699814389
0.013815 0.01744155789176988
0.006156 0.012279808528938434
0.001541 0.006502840173627676
0.0 0.0
0.001541 -0.0064988438637055106
0.006156 -0.012305213702537161
0.013815 -0.017582795041645564
0.024472 -0.022434593940610485
0.03806 -0.026945896551921287
0.054497 -0.031179894325287078
0.07368 -0.03518297076851916
0.095492 -0.038986873768837985
0.119797 -0.0426033518049925
0.146447 -0.04603129070304366
0.175276 -0.049258738568781324
0.206107 -0.05226219000935658
0.238751 -0.05500978821445088
0.273005 -0.057459894855630626
0.308658 -0.059562614755952245
0.345492 -0.061255248427152145
0.383277 -0.06246236407525392
0.421783 -0.06310017961480467
0.46077 -0.06307534544054243
0.5 -0.06229645548943907
0.53923 -0.06069107605050986
0.578217 -0.058218667400926835
0.616723 -0.054888753097733785
0.654508 -0.05077746705739878
0.691342 -0.04603538157753721
0.726995 -0.04087600801232427
0.761249 -0.035557272512374664
0.793893 -0.030342051600607257
0.824724 -0.025454528987173045
0.853553 -0.021044919938888955
0.880203 -0.017176678705994722
0.904508 -0.013834252815559944
0.92632 -0.010959367480733681
0.945503 -0.00848527850060525
0.96194 -0.006366326237770696
0.975528 -0.004587328484632573
0.986185 -0.003162714025643181
0.993844 -0.002115940550240149
0.998459 -0.0014757379867661692
1.0 -0.00126
